חותמת זמן,מצב לימודים,מוסד לימודים,סיווג מקום עבודה,תחום עיסוק - אפשר לבחור שילוב של עיסוקים,שם חברה (לחברות גלובליות באנגלית/חברות ישראליות בעברית),שנות ניסיון,"שכר (בש""ח) - ברוטו!",שכר שעתי/גלובלי,"הערות: תנאים (משכורת 13, קרן השתלמות וכו') וכל דבר שכדאי לציין",קבלת רכב מהעבודה
14/01/2020 10:03:21,בוגר/ת,מכללת סמי שמעון,Low tech,מנהל פרויקטים ומנתח מערכות,ElAL,2-4,11300,גלובלי,קרן השתלמות,לא
19/01/2020 09:07:59,סטודנט/ית,מכללת שנקר,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",רכש,Elbit,2-4,5000,שעתי,יש מענקים כל שנה ומשכורת 13 לעובדי מפעל אבל לא לסטודנטים ,לא
23/01/2020 14:42:23,בוגר/ת,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,יוניון מוטורס,2-4,12000,גלובלי,משכורת 13 + קרן השתלמות,כן
23/01/2020 16:26:05,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",תכנון ובקרה,תעשייה אווירית,2-4,42,שעתי,אין,לא
23/01/2020 17:14:05,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,ניהול פרוייקטים/ PMO,תעשייה אווירית,2-4,14700,גלובלי,,לא
23/01/2020 17:20:54,בוגר/ת,מכללת אפקה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניתוח נתונים - BI/Data analyst,,2-4,16000,גלובלי,,לא
23/01/2020 18:02:09,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",תעשייה אווירית,2-4,4500,שעתי,משרת סטודנט,לא
24/01/2020 13:56:42,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Elbit,2-4,60,שעתי,,לא
28/01/2020 09:31:26,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","הנדסת ארגון ושיטות, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Iai,2-4,6100,שעתי,"משרת סטודנט 3 ימים בשבוע. קופת גמל , הטבות שותפות",לא
02/05/2020 15:31:48,בוגר/ת,עזריאלי,מוסד ממשלתי,Cyber security analyst,,2-4,12000,שעתי,,לא
02/05/2020 16:20:21,סטודנט/ית,HIT מכון טכנלוגי,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",רכש,תעשייה אווירית,2-4,3700,שעתי,ארוחת צהריים והסעות,
02/05/2020 16:24:35,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Elbit,2-4,60,שעתי,,
03/05/2020 14:29:22,בוגר/ת,HIT מכון טכנלוגי,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,2-4,8000,שעתי,,לא
18/05/2020 17:40:50,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, ניתוח נתונים - BI/Data analyst, הנדסת ארגון ושיטות, תפעול וייצור (תפ""י), תכנות: Frontend/Backend/Fullstack, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, QA (Software) - ידני, QA (Software) - אוטומציה, Devops",intel,2-4,10000,שעתי,,לא
27/05/2020 09:34:39,בוגר/ת,עזריאלי מכללה להנדסה,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),"ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",,2-4,11,גלובלי,,לא
27/05/2020 10:05:32,בוגר/ת,אוניברסיטת אריאל,לוחות זמנים,ניהול פרוייקטים/ PMO,,2-4,12500,גלובלי,קרן השתלמות,לא
27/05/2020 10:22:30,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Iai,2-4,60,שעתי,יש גמול השתלמות ,לא
02/06/2020 13:19:39,בוגר/ת,אוניברסיטת בר אילן,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח נתונים - BI/Data analyst, תפעול וייצור (תפ""י)",Partner,2-4,15000,גלובלי,,כן
10/06/2020 19:30:31,סטודנט/ית,מכללת שנקר,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",רכש,אלביט אלאופ ,2-4,6000,שעתי,,לא
10/06/2020 19:50:36,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,"ניהול פרוייקטים/ PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2-4,14500,גלובלי,קרן השתלמות,כן
10/06/2020 20:20:41,בוגר/ת,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",מטריקס,2-4,15800,גלובלי,קרן השתלמות,
10/06/2020 23:54:40,בוגר/ת,אורט בראודה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,2-4,10500,שעתי,קרן השתלמות,לא
11/06/2020 09:39:54,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסדות פיננסים וחברות ביטוח (בנקים וכו'),QA (Software) - ידני,מגדל,2-4,13210,גלובלי,קרן השתלמות ,לא
15/06/2020 13:36:06,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,2-4,39.4,שעתי,,לא
05/08/2020 11:41:12,בוגר/ת,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,2-4,12000,שעתי,,לא
05/08/2020 11:41:16,בוגר/ת,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,2-4,12000,שעתי,,לא
05/08/2020 11:42:40,סטודנט/ית,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),מדעי נתונים - Data science,intel,2-4,65,שעתי,,לא
05/08/2020 11:44:58,בוגר/ת,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),מדעי נתונים - Data science,,2-4,38000,גלובלי,"קרן השתלמות, החזר דלק",לא
05/08/2020 11:47:13,בוגר/ת,אוניברסיטת אריאל,תחום הבניה,ניהול פרוייקטים/ PMO,,2-4,15000,גלובלי,אחרי חצי שנה,לא
05/08/2020 11:52:53,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,,2-4,7000,שעתי,,לא
05/08/2020 17:10:20,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,Iai,2-4,6500,שעתי,,לא
05/08/2020 18:48:30,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, QA (Software) - ידני",,2-4,50,שעתי,,
24/09/2020 11:57:33,בוגר/ת,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),Operation,Moon active,2-4,15000,גלובלי,,לא
24/09/2020 11:59:52,בוגר/ת,מרכז אקדמי לב,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,exlibris,2-4,12500,גלובלי,קרן השתלמות,לא
24/09/2020 12:10:32,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסדות פיננסים וחברות ביטוח (בנקים וכו'),ניהול פרוייקטים/ PMO,הפועלים,2-4,16000,גלובלי,קרן השתלמות,לא
24/09/2020 12:38:17,סטודנט/ית,אורט בראודה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תו""ב",רפאל,2-4,50,שעתי,,לא
24/09/2020 12:56:42,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת איכות,,2-4,14400,גלובלי,"החזקת רכב, קרן השתלמות, דמי היגוד, דמי הבראה",לא
24/09/2020 12:58:40,בוגר/ת,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,,2-4,16000,גלובלי,,לא
24/09/2020 13:50:02,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Mixtiles,2-4,17000,גלובלי,פנסיה קרן השתלמות אופציות אוכל ,לא
24/09/2020 14:22:23,בוגר/ת,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",כיל,2-4,11000,גלובלי,,לא
24/09/2020 16:40:40,בוגר/ת,מכללת סמי שמעון,הייטק (סטארט-אפים וחברות גדולות),Product manager,,2-4,20000,גלובלי,"קרן השתלמות, כל 6 חודשים בונוס, מחלה מיום הראשון, 22 ימי חופש בשנה",לא
02/11/2020 19:19:53,בוגר/ת,אוניברסיטת אריאל,בנייה,ניהול פרוייקטים/ PMO,,2-4,15000,גלובלי,קרן השתלמות אחרי חצי שנה,לא
02/11/2020 19:44:43,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",תעשייה אווירית ,2-4,13000,גלובלי,קרן השתלמות ,לא
02/11/2020 19:59:49,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),Support,,2-4,50,שעתי,,לא
03/11/2020 17:31:16,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,2-4,5000,שעתי,,לא
15/11/2020 09:55:56,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,2-4,4000,שעתי,,לא
16/11/2020 16:41:39,סטודנט/ית,רופין,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",,2-4,8000,גלובלי,,לא
16/11/2020 16:41:46,סטודנט/ית,רופין,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",,2-4,8000,גלובלי,,לא
21/11/2020 15:13:07,בוגר/ת,"או""פ (אוניברסיטה פתוחה)",בית תוכנה,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2-4,12000,גלובלי,"קרן השתלמות , 3000 שח החזר הוצאות נסיעה בחודש",לא
21/11/2020 16:05:23,בוגר/ת,טכניון,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2-4,10000,גלובלי,,לא
21/11/2020 17:46:00,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",אלומה,2-4,10000,גלובלי,,לא
21/11/2020 17:46:04,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",אלומה,2-4,10000,גלובלי,,לא
21/11/2020 17:49:49,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,הנדסת ארגון ושיטות,,2-4,14600,גלובלי,"אחזקת רכב, קרן השתלמות , משכורת 13",לא
22/11/2020 21:43:34,בוגר/ת,אוניברסיטת אריאל,בית חולים מאיר,אנליסט,בית חולים מאיר,2-4,9000,גלובלי,,לא
12/01/2021 09:15:16,בוגר/ת,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Leadspace,2-4,16000,גלובלי,,לא
12/01/2021 10:03:06,בוגר/ת,"או""פ (אוניברסיטה פתוחה)",בית תוכנה,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2-4,15000,גלובלי,"הרבה נסיעות ללקוחות ברחבי הארץ אז תשלום נסיעות כלול בברוטו, קרן השתלמות",לא
12/01/2021 10:25:40,בוגר/ת,מכללת סמי שמעון,לוגיסטיקה,הנדסת ארגון ושיטות,,2-4,11500,גלובלי,,לא
31/01/2021 15:13:48,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",QA (Software) - ידני,,2-4,10000,גלובלי,,לא
31/01/2021 16:29:30,בוגר/ת,אוניברסיטת תל אביב,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),"מדעי נתונים - Data science, Data engineering",מקס,2-4,17000,גלובלי,,לא
24/04/2021 14:10:04,בוגר/ת,מכללת סמי שמעון,לואוטק,ניהול פרויקטים מערכות מידע,,2-4,18,גלובלי,קרן השתלמות,לא
21/05/2021 10:35:11,בוגר/ת,מכללת שנקר,אנרגיה מתחדשת ,רכש,,2-4,15000,גלובלי,,לא
21/05/2021 10:35:32,סטודנט/ית,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","הנדסת ארגון ושיטות, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2-4,10000,שעתי,,לא
21/05/2021 10:36:12,בוגר/ת,אוניברסיטת אריאל,חברת בניה,ניהול פרוייקטים/ PMO,,2-4,15500,גלובלי,קרן השתלמות ,לא
21/05/2021 11:58:36,בוגר/ת,אוניברסיטת אריאל,חברת יעוץ,הנדסת ארגון ושיטות,,2-4,12500,גלובלי,,לא
21/05/2021 12:04:19,בוגר/ת,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תכנות: Frontend/Backend/Fullstack, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Elbit,2-4,22000,גלובלי,משכורת 13,לא
21/05/2021 12:18:04,בוגר/ת,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),DevOps &apm engineer ,,2-4,15000,גלובלי,,לא
21/05/2021 18:45:22,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח נתונים - BI/Data analyst, הנדסת ארגון ושיטות",צהל,2-4,5000,שעתי,הכל,לא
13/06/2021 12:55:18,בוגר/ת,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",,2-4,14500,גלובלי,"קרן השתלמות, אוכל בערך 1000 בחודש",לא
08/10/2021 12:50:44,בוגר/ת,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),ניהול מוצר product manager ,,2-4,24000,גלובלי,"קרן השתלמות על כל הסכום, מניות, תן ביס, בונוס שנתי, ביטוח בריאות וחיים",לא
08/10/2021 12:51:34,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,ניתוח נתונים - BI/Data analyst,חברת חשמל,2-4,20000,שעתי,"משכורת 13, קה""ש, ארוחות, מתנות וכו'",לא
08/10/2021 12:59:04,בוגר/ת,מכללת עזריאלי,חברת ייעוץ וראיית חשבון,יועצת מערכות מידע,KPMG,2-4,16000,גלובלי,"אחזקת רכב, קרן השתלמות, תשלום על שעות נוספות",לא
08/10/2021 13:09:32,בוגר/ת,אוניברסיטת אריאל,חברת בניה,ניהול פרוייקטים/ PMO,,2-4,17000,גלובלי,קרן השתלמות,כן
08/10/2021 14:04:23,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",אלביט,2-4,18480,גלובלי,"משכורת 13, 14 קרן השתלמות",לא
08/10/2021 14:25:53,בוגר/ת,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,Devops,,2-4,22000,גלובלי,,לא
08/10/2021 19:05:55,בוגר/ת,רופין,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),ביקורת ויעוץ מערכות מידע,פאהן קנה,2-4,8000,שעתי,,לא
09/10/2021 21:53:01,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",,2-4,13500,גלובלי,"בונוס שנתי, קרן השתלמות",כן
23/02/2022 10:25:42,סטודנט/ית,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,2-4,16000,גלובלי,קרן השתלמות ביטוח מנהלים סיבוס,לא
10/04/2022 13:53:58,בוגר/ת,אוניברסיטת תל אביב,הייטק (סטארט-אפים וחברות גדולות),מדעי נתונים - Data science,Fixefy,2-4,17000,גלובלי,קרן השתלמות,לא
22/05/2022 14:14:44,בוגר/ת,מכללת שנקר,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,2-4,14700,גלובלי,קרן השתלמות,לא
01/08/2019 11:42:59,בוגר/ת,בר אילן,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",תעש,10+,11000,גלובלי,,
01/08/2019 12:07:04,בוגר/ת,"לא מהנדס , הנדסאי","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,10+,15000,גלובלי,,לא
01/08/2019 18:54:48,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,ערכית תוכן + רשתות חברתיות,משרד הרווחה,10+,11000,גלובלי,"קבלת מחשב, טלפון , כיבוד, ביטוח מנהלים",לא
02/08/2019 21:47:00,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,10+,13000,שעתי,קרן השתלמות,לא
04/09/2019 22:14:30,בוגר/ת,טכניון,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,10+,35000,גלובלי,,כן
05/12/2019 20:52:52,בוגר/ת,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,,10+,25000,גלובלי,,לא
23/01/2020 13:33:57,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","הנדסת ארגון ושיטות, תפעול וייצור (תפ""י)",רהיטי הכוח,10+,13000,גלובלי,איו,לא
05/08/2020 12:07:46,בוגר/ת,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),מדעי נתונים - Data science,,10+,46000,גלובלי,,
05/08/2020 12:07:54,בוגר/ת,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),מדעי נתונים - Data science,,10+,46000,גלובלי,,
02/11/2020 19:34:54,בוגר/ת,בראילן,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,10+,14000,שעתי,,לא
12/01/2021 14:25:33,בוגר/ת,"האקדמית ת""א יפו",הייטק (סטארט-אפים וחברות גדולות),"תכנות: Frontend/Backend/Fullstack, Devops",Microsoft,10+,47594,גלובלי,"קרן השתלמות ניתן להפריש מעבר לתקרה עדיין 7.5% מהמעסיק בתוספת 2.5% מהעובד, אני בוחר אם ההפרש הולך לקרן השתלמות עם מס רווחי הון רגיל או לברוטו שלי. החזר הוצאות שיניים 1200 בשנה, החזר הוצאות ספורט 1000 בשנה, ביטוח בריאות פרטי עם 85% השתתפות למומחים כולל פרטיים, 23 ימי חופש בשנה",לא
08/10/2021 12:49:33,בוגר/ת,פ,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,10+,13000,שעתי,"קה""ש",לא
01/08/2019 11:43:53,סטודנט/ית,בן גוריון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,32,שעתי,,
01/08/2019 11:44:12,בוגר/ת,HIT מכון טכנלוגי,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","רכש כ""א",חיל אויר,0-1,37,שעתי,מחפשת משרת ניתוח מערכות ג'וניור,
01/08/2019 11:48:46,בוגר/ת,מכללת סמי שמעון,אלעל,ניהול פרוייקטים במערכות מידע,אלעל,0-1,12500,גלובלי,,לא
01/08/2019 11:49:19,סטודנט/ית,אוניברסיטת אריאל ,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",,0-1,4900,שעתי,,לא
01/08/2019 11:58:20,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",Elbit,0-1,5000,שעתי,40 שח לשעה,לא
01/08/2019 12:03:46,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,רכז פרוייקטים,,0-1,3000,שעתי,,לא
01/08/2019 12:05:39,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,ניתוח נתונים - BI/Data analyst,ZIM,0-1,40,שעתי,,לא
01/08/2019 12:09:53,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, מוצר",AtoZ,0-1,12000,גלובלי,,לא
01/08/2019 12:14:35,בוגר/ת,מכללת אפקה,חברת בניה,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,10000,גלובלי,,לא
01/08/2019 12:19:36,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, QA (Software) - ידני",,0-1,34,שעתי,,לא
01/08/2019 12:21:53,סטודנט/ית,אוניברסיטת אריאל,חברת ייעוץ pmo,ניהול פרוייקטים/ PMO, ,0-1,6000,שעתי,,לא
01/08/2019 12:40:04,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסדות פיננסים וחברות ביטוח (בנקים וכו'),ניתוח נתונים - BI/Data analyst,,0-1,7000,שעתי,,לא
01/08/2019 12:41:23,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",בית תוכנה,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,40,שעתי,משרת סטודנט.,לא
01/08/2019 12:45:51,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,6000,גלובלי,60% משרה - סטודנט,לא
01/08/2019 12:53:55,בוגר/ת,מכללת שנקר,חברת ייעוץ,"ניהול פרוייקטים/ PMO, אנאליסט מחקר",Monfort Advisory,0-1,9500,גלובלי,"התחלתי כסטודנטית, לא ממש קשור ללימודים",לא
01/08/2019 13:46:55,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",תכנון ובקרה,אלתא ,0-1,2900,שעתי,,לא
01/08/2019 14:43:41,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),"תפעול וייצור (תפ""י)",,0-1,12500,גלובלי,,
01/08/2019 16:38:58,סטודנט/ית,רופין ,הייטק (סטארט-אפים וחברות גדולות),IT,SEGMENT,0-1,7500,גלובלי,מה עם התשובות של האחרים,לא
01/08/2019 18:53:30,סטודנט/ית,אוניברסיטת אריאל,חברת יעוץ,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,35,שעתי,,לא
01/08/2019 18:56:17,סטודנט/ית,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,0-1,10000,שעתי,"50 לשעה , כ200 שעות חודשיות",לא
01/08/2019 18:57:06,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,0-1,43,שעתי,,לא
01/08/2019 19:40:26,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",לומינרה,0-1,45,שעתי,,לא
01/08/2019 20:13:51,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,7500,שעתי,,לא
01/08/2019 20:31:21,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,12500,שעתי,משלמים נסיעות 1500 בחודש,לא
02/08/2019 15:45:37,סטודנט/ית,טכניון,מוסד ממשלתי,"תפעול וייצור (תפ""י)",אלביט,0-1,4500,שעתי,,לא
02/08/2019 15:47:26,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Intel,0-1,62,שעתי,,לא
02/08/2019 16:16:54,סטודנט/ית,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",CI,אליאנס,0-1,50,שעתי,,לא
02/08/2019 16:42:18,בוגר/ת,מכללת סמי שמעון,הייטק (סטארט-אפים וחברות גדולות),"תפעול וייצור (תפ""י)",FLEX,0-1,7500,שעתי,"הסעות + ארוחות חד""א",לא
02/08/2019 16:58:42,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",רכש ולוגיסטיקה,,0-1,4500,שעתי,,לא
02/08/2019 17:02:27,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,Intel,0-1,50,שעתי,,לא
02/08/2019 17:16:27,סטודנט/ית,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),"תפעול וייצור (תפ""י)",,0-1,35,שעתי,,לא
02/08/2019 17:16:59,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),QA (Software) - ידני,,0-1,11000,גלובלי,,לא
02/08/2019 17:21:19,סטודנט/ית,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),Devops,Intel,0-1,47,שעתי,,
02/08/2019 17:21:45,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,0-1,45,שעתי,,לא
